id,finished,consent,country,country_analysis,aware_open_research,aware_study_preregistration,aware_registered_reports,aware_open_materials,aware_open_data,aware_open_code,aware_preprints,aware_open_peer_review,aware_open_access_publication,aware_replication_studies,aware_research_co_production,used_open_research,used_study_preregistration,used_registered_reports,used_open_materials,used_open_data,used_open_code,used_preprints,used_open_peer_review,used_open_access_publication,used_replication_studies,used_research_co_production
P2181,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2182,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've not used this,I've not used this,I've used this,NA,NA
P2183,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,I've used this,I've used this,I've used this,I've not used this,I've used this,NA,NA
P2184,TRUE,Yes,Austria,Austria,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,NA,I've used this,NA,I've used this,NA,I've not used this,I've not used this,I've used this,I've not used this,I've not used this
P2185,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,I've used this,I've used this,Not applicable to my research,I've not used this,I've not used this,I've used this,NA,I've used this
P2186,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,I've used this,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2187,TRUE,Yes,Austria,Austria,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,Not applicable to my research,NA,I've not used this,I've used this,I've used this,I've not used this,I've not used this,I've used this,I've not used this,NA
P2188,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've not used this,I've not used this,I've used this,NA
P2189,TRUE,Yes,Austria,Austria,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,I've used this,NA,I've used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P2190,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,I've used this,I've used this,I've not used this,I've used this,NA,I've used this,NA,I've used this
P2191,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've used this,NA,I've not used this,I've not used this,I've used this,I've not used this,NA
P2192,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,Not applicable to my research,I've not used this,NA,I've used this,I've not used this,I've not used this
P2193,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,I've not used this,I've not used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this
P2194,TRUE,Yes,Austria,Austria,NA,I'm aware of this,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,I've not used this,NA,NA,NA,NA,I've not used this,NA,I've not used this,NA,NA
P2195,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've used this,NA,NA,NA,I've used this,I've used this,I've not used this,I've not used this,I've used this,NA,NA
P2196,TRUE,Yes,Austria,Austria,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,Not applicable to my research,NA,Not applicable to my research,Not applicable to my research,NA,NA,NA,Not applicable to my research,Not applicable to my research,NA,NA
P2197,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,I've used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've used this,I've not used this
P2198,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,Not applicable to my research,NA,NA,I've not used this,I've used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this
P2199,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,NA,NA,NA,I've used this,NA,I've used this,I've not used this,I've not used this,I've not used this,NA
P2200,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,Not applicable to my research,I've used this,NA,I've used this,NA,NA
P2201,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,NA,NA,Not applicable to my research,Not applicable to my research,NA,I've used this,I've used this,I've used this,Not applicable to my research,Not applicable to my research
P2202,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,I've not used this,I've not used this,I've used this,I've used this,NA,I've used this,NA,NA
P2203,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've not used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,I've not used this
P2204,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,I've not used this,NA,I've used this,NA,I've not used this
P2205,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,Not applicable to my research,NA,NA,NA,I've used this,I've used this,I've used this,I've not used this,I've used this,NA,NA
P2206,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've not used this,I've not used this,I've used this,NA,NA
P2207,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,I've not used this,NA,I've used this,I've used this,I've not used this,I've used this,I've used this,I've used this,I've not used this,NA
P2208,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,I've not used this,I've not used this,I've not used this,I've used this,I've used this,I've used this,NA,NA
P2209,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,NA,I've used this,I've used this,NA,I've used this,I've used this,NA,I've used this
P2210,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've not used this,I've used this,I've not used this,I've used this,I've not used this,I've not used this,I've used this,I've not used this,NA
P2211,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,I've used this,I've not used this,Not applicable to my research,I've used this,I've used this,I've used this,I've used this,I've used this
P2212,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,Not applicable to my research,NA,NA,I've used this,I've used this,Not applicable to my research,I've not used this,I've not used this,I've used this,I've not used this,I've used this
P2213,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,NA,NA,NA,NA,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,I've used this,NA,NA,I've used this,I've used this,NA,NA
P2214,TRUE,Yes,Italy,Italy,NA,I'm aware of this,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,I've not used this,NA,I've not used this,I've not used this,I've used this,I've not used this,NA
P2215,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,NA,I've not used this,I've used this,I've not used this,I've used this,I've not used this,I've used this,I've not used this,I've not used this,I've used this
P2216,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,NA,I've not used this,Not applicable to my research,NA,NA,I've used this,I've used this,I've used this,I've not used this,I've used this
P2217,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,I've not used this,NA,I've used this,I've used this,I've not used this,I've not used this,I've not used this,NA,I've not used this,NA,NA
P2218,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,NA,NA,I've not used this,I've used this,I've used this,I've used this,NA,I've used this
P2219,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've used this,NA,NA,NA,I've used this,NA,I've used this,I've used this,I've used this,NA,NA
P2220,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,I've not used this,I've used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've used this,I've not used this,NA
P2221,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,NA,I've used this,I've used this,I've used this,I've used this,I've used this,NA,NA
P2222,TRUE,Yes,Italy,Italy,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,Not applicable to my research,NA,I've not used this,NA,NA,I've used this,I've used this,NA,Not applicable to my research
P2223,TRUE,Yes,Italy,Italy,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,I've not used this,I've not used this,NA,NA,NA,I've not used this,NA,NA
P2224,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,NA,NA,I've not used this,I've used this,I've not used this,I've used this,I've not used this,I've used this,I've not used this,I've used this
P2225,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,I've used this,NA,NA,I've used this,I've used this,I've used this,NA,I've used this
P2226,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,Not applicable to my research,I've not used this,I've not used this,I've used this,I've used this,I've used this,NA,Not applicable to my research
P2227,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,NA,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've not used this,I've not used this,NA,NA,I've not used this,I've not used this,NA
P2228,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,I've used this,NA,NA,I've not used this,I've used this,NA,NA
P2229,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,I've used this,I've not used this,I've used this,I've not used this,I've not used this,I've not used this,I've used this,NA,NA
P2230,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,Not applicable to my research,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've used this,NA
P2231,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,NA,NA,I've not used this,I've not used this,NA,NA,I've not used this,I've used this,I've not used this,NA
P2232,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,Not applicable to my research,I've used this,I've used this,NA,NA,NA,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research
P2233,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,Not applicable to my research,I've used this
P2234,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),Chile,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I've used this,NA,NA,I've not used this,I've used this,NA,I've used this,I've used this,NA,NA,I've used this
